STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,quantile,Quantile,coicop,Classification of individual consumption by purpose (COICOP),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,,44.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,,42,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,,46,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA12,Euro area - 12 countries (2001-2006),2005,,42,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA12,Euro area - 12 countries (2001-2006),2010,,48,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA13,Euro area - 13 countries (2007),2005,,42,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA13,Euro area - 13 countries (2007),2010,,47,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA17,Euro area - 17 countries (2011-2013),2010,,47,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA18,Euro area - 18 countries (2014),2010,,46,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EA20,Euro area – 20 countries (from 2023),2020,,41,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EE,Estonia,2005,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EE,Estonia,2010,,14,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EE,Estonia,2015,,11,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EE,Estonia,2020,,21,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EEA28,"European Economic Area (EU25 - 2004-2006 and IS, LI, NO)",2005,,42,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EEA28,"European Economic Area (EU25 - 2004-2006 and IS, LI, NO)",2010,,43,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,,41,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EFTA,European Free Trade Association,2005,,41,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EFTA,European Free Trade Association,2010,,50,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,1988,,57.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,1994,,43.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,1999,,72.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,2005,,74,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,2010,,93,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,2015,,87,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EL,Greece,2020,,60,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,1988,,71.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,1994,,69.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,1999,,87.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,2005,,85,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,2010,,59,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,2015,,53,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ES,Spain,2020,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU15,European Union - 15 countries (1995-2004),1994,,44.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU15,European Union - 15 countries (1995-2004),1999,,49.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU15,European Union - 15 countries (1995-2004),2005,,45,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU15,European Union - 15 countries (1995-2004),2010,,48,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU25,European Union - 25 countries (2004-2006),2005,,42,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU25,European Union - 25 countries (2004-2006),2010,,43,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU27_2007,European Union - 27 countries (2007-2013),2005,,40,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU27_2007,European Union - 27 countries (2007-2013),2010,,41,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU27_2020,European Union - 27 countries (from 2020),2015,,39,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,EU27_2020,European Union - 27 countries (from 2020),2020,,37,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FI,Finland,1994,,47.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FI,Finland,1999,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FI,Finland,2005,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FI,Finland,2010,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FI,Finland,2015,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FI,Finland,2020,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,1988,,70.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,1994,,49.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,1999,,44.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,2005,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,2010,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,2015,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,FR,France,2020,,40,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HR,Croatia,2005,,17,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HR,Croatia,2010,,9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HR,Croatia,2015,,10,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HR,Croatia,2020,,7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HU,Hungary,2005,,23,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HU,Hungary,2010,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HU,Hungary,2015,,13,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,HU,Hungary,2020,,15,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IE,Ireland,1994,,25.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IE,Ireland,1999,,47.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IE,Ireland,2005,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IE,Ireland,2010,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IE,Ireland,2015,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IE,Ireland,2020,,44,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IT,Italy,1988,,36.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IT,Italy,1994,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IT,Italy,1999,,27.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,IT,Italy,2005,,17,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LT,Lithuania,2005,,28,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LT,Lithuania,2010,,17,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LT,Lithuania,2015,,16,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LT,Lithuania,2020,,20,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LU,Luxembourg,1988,,45.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LU,Luxembourg,1994,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LU,Luxembourg,1999,,79.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LU,Luxembourg,2005,,72,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LU,Luxembourg,2015,,72,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LU,Luxembourg,2020,,59,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LV,Latvia,2005,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LV,Latvia,2010,,13,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LV,Latvia,2015,,20,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,LV,Latvia,2020,,13,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ME,Montenegro,2010,,8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ME,Montenegro,2015,,15,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,ME,Montenegro,2020,,4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MK,North Macedonia,2005,,29,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MK,North Macedonia,2010,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MK,North Macedonia,2015,,11,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MT,Malta,2005,,55,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MT,Malta,2010,,58,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MT,Malta,2015,,69,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,MT,Malta,2020,,69,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,1988,,88.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,1994,,41.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,1999,,45.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,2005,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,2010,,54,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,2015,,47,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NL,Netherlands,2020,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NO,Norway,2005,,41,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NO,Norway,2010,,50,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NO,Norway,2015,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,NO,Norway,2020,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PL,Poland,2005,,19,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PL,Poland,2010,,20,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PL,Poland,2015,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PL,Poland,2020,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,1988,,46.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,1994,,56.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE1,First quintile,CP11,Restaurants and hotels,PM,Per mille,PT,Portugal,1999,,96.6,,,,,
